ARTIST,TECHNIQUE,SIGNATURE,CONDITION,TOTAL DIMENSIONS,YEAR,Colorfulness Score,SVD Entropy,PRICE
349,-0.122086567,2,0,-0.905032103,-0.672039064,193.357275,5.30182574,160
354,-0.122086567,2,0,-0.145178016,0.431141621,111.6244515,4.503750862,101
221,-0.122086567,2,2,-0.200136016,0.706936792,50.70768916,1.53585811,85
154,-0.122086567,2,2,0.591976026,-0.396243893,146.8658261,6.491020496,95
288,-0.122086567,2,2,0.317186027,-0.442209755,100.0586303,5.077919978,250
354,-1.295299686,2,2,-0.836931972,-0.488175617,199.0119689,3.894871118,70
328,-0.122086567,2,0,0.762823722,-0.258346307,67.39298826,5.760812541,94
349,-0.122086567,2,0,2.511921807,-0.07448286,66.72983982,4.459688656,99
230,-1.295299686,1,2,-0.516144516,-0.166414583,60.35161481,4.492871079,85
269,-0.122086567,2,0,0.591976026,0.936766102,129.5356048,5.423744137,99
333,-0.122086567,0,0,-0.613515755,0.017448864,171.7451437,4.966991612,400
71,-0.122086567,2,2,1.192929809,0.936766102,129.0377481,6.743243518,50
309,-0.122086567,1,2,-0.78496082,-1.177663545,87.78990018,6.612763918,800
139,-0.122086567,2,0,-0.713873842,-0.442209755,164.2689597,3.781578533,100
297,-0.122086567,2,2,0.651712983,-0.901868374,73.85160491,5.374702862,55
329,-0.122086567,1,2,0.955624749,0.017448864,76.22544689,4.677111687,100
354,-0.122086567,2,0,3.142146698,0.339209897,174.3400766,5.024479683,800
331,2.810946232,2,0,-0.408976416,-1.269595269,137.7034421,6.224475455,820
71,-0.122086567,2,2,-0.127704957,-0.672039064,62.17953492,7.15668512,55
355,-1.295299686,0,2,2.372137329,0.063414726,77.07031582,5.770148018,1300
354,-0.122086567,2,0,0.591976026,0.431141621,166.7294667,4.064422876,95
198,-1.295299686,0,0,-0.852463581,-2.740502849,28.45254307,5.329974306,150
331,-0.122086567,2,2,-0.154735929,0.017448864,26.78737666,6.412116433,160
354,-0.122086567,0,2,1.176203461,0.017448864,97.91276671,4.788095156,290
333,-0.122086567,0,2,-0.613515755,0.017448864,175.5030175,4.671788659,380
123,-0.122086567,0,0,-1.32405101,0.15534645,120.8570123,5.496165038,110
356,-1.295299686,0,2,1.517898852,0.936766102,177.4127414,4.774144179,550
139,-0.122086567,2,0,-0.713873842,-0.442209755,56.97156918,4.303654454,125
355,3.397552791,1,0,-0.078272625,0.477107483,107.5574801,5.314864018,110
354,-0.122086567,0,2,0.591976026,-0.212380445,111.6296877,5.220728972,300
